Word	VerbType	Transivity	Tense	Aspect	Person	Phrasal	IsInfinitive	howCommon	commonRank	baseForm
overdoze	--	Intransitive	--	--	N/A	No	null	-1.0	-1	doze	false
prelicense	--	Transitive	--	--	N/A	No	null	-1.0	-1	license	false
circumcised	--	Transitive	Past	--	N/A	No	null	5.7E-5	40074	circumcise	false
disaccord	--	Intransitive	--	--	N/A	No	null	-1.0	-1	accord	false
excised	--	Transitive	Past	--	N/A	No	null	1.17E-4	27736	excise	false
salt away	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	salt away	false
unnaturalized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	unnaturale	false
camphorated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	camphorate	false
preacquitted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	acquit	false
zigzagged	--	--	Past	--	N/A	No	null	1.8E-5	67793	zigzag	false
presubordinate	--	Transitive	--	--	N/A	No	null	-1.0	-1	presubordinate	false
intercomparing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	compare	false
repolarized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	repolare	false
destool	--	Transitive	--	--	N/A	No	null	-1.0	-1	destool	false
redroop	--	Intransitive	--	--	N/A	No	null	-1.0	-1	droop	false
sectarianised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	sectarianise	false
jetted	--	--	Past	--	N/A	No	null	4.2E-5	46110	jet	false
sensitized	--	--	Past	--	N/A	No	null	3.2E-5	53019	sensite	false
galvanized	--	Transitive	Past	--	N/A	No	null	5.9E-5	39332	galvane	false
nebulised	--	Ambitransitive	Past	--	N/A	No	null	1.2E-5	81915	nebulise	false
royalized	--	--	Past	--	N/A	No	null	-1.0	-1	royale	false
misknowing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	misknowe	false
alined	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	aline	false
gratinated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	gratinate	false
sprint	--	Intransitive	--	--	N/A	No	null	3.76E-4	13962	sprint	false
molder	--	--	--	--	N/A	No	null	-1.0	-1	mold	false
unbottled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	unbottl	false
disparaging	--	Transitive	Present	--	N/A	No	null	9.4E-5	31186	dispar	false
flammed	--	--	Past	--	N/A	No	null	-1.0	-1	flam	false
caked	--	--	Past	--	N/A	No	null	7.0E-5	36079	cake	false
predenied	--	Transitive	Past	--	N/A	No	null	-1.0	-1	deny	false
regambled	--	--	Past	--	N/A	No	null	-1.0	-1	gamble	false
spring	--	Ambitransitive	Present	--	N/A	No	null	0.006295	1711	spr	false
minify	--	tran=np	--	--	N/A	No	null	-1.0	-1	minify	false
elongated	--	--	Past	--	N/A	No	null	2.85E-4	16578	elongate	false
Polonized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	polone	false
outslander	--	Transitive	--	--	N/A	No	null	-1.0	-1	outsland	false
superexalt	--	Transitive	--	--	N/A	No	null	-1.0	-1	exalt	false
requalify	--	--	--	--	N/A	No	null	-1.0	-1	qualify	false
scry	--	--	--	--	N/A	No	null	-1.0	-1	scry	false
predicated	--	--	Past	--	N/A	No	null	1.15E-4	27984	predicate	false
predecide	--	Transitive	--	--	N/A	No	null	-1.0	-1	decide	false
catalyse	--	Transitive	--	--	N/A	No	null	3.5E-5	50887	catalyse	false
delineating	--	Transitive	Present	--	N/A	No	null	3.4E-5	51039	delineat	false
archaised	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	archais	false
soft-pedalling	--	--	--	--	N/A	No	null	-1.0	-1	soft-pedal	false
ethicizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	ethice	false
cuttling	--	Transitive	--	--	N/A	No	null	-1.0	-1	cut	false
drugged	--	--	Past	--	N/A	No	null	1.72E-4	22374	drug	false
presurround	--	Transitive	--	--	N/A	No	null	-1.0	-1	presurround	false
resurfacing	--	Transitive	Present	--	N/A	No	null	6.7E-5	36915	resurface	false
graved	--	Transitive	Past	--	N/A	No	null	-1.0	-1	grave	false
rejigger	--	Transitive	--	--	N/A	No	null	-1.0	-1	jig	false
outrhyming	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outrhyme	false
recircle	--	--	--	--	N/A	No	null	-1.0	-1	recircle	false
sleeping	--	--	Present	--	N/A	No	null	0.002723	3543	sleep	false
inbreed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	inbr	false
accomplish	--	Transitive	--	--	N/A	No	null	2.74E-4	16975	accompl	false
fall down	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	fall down	false
snoring	--	--	Present	--	N/A	No	null	2.05E-4	20112	snore	false
guying	--	--	Present	--	N/A	No	null	-1.0	-1	guye	false
oversettle	--	--	--	--	N/A	No	null	-1.0	-1	oversettle	false
depaint	--	Transitive	--	--	N/A	No	null	-1.0	-1	depaint	false
scum	--	--	--	--	N/A	No	null	6.07E-4	10325	scum	false
vow	--	Ambitransitive	--	--	N/A	No	null	2.53E-4	17848	vow	false
dehydrating	--	--	Present	--	N/A	No	null	-1.0	-1	dehydrate	false
scud	--	tran=pphr(before+np)	--	--	N/A	No	null	9.9E-5	30325	scud	false
joked	--	--	Past	--	N/A	No	null	3.1E-4	15732	joke	false
alleviated	--	Transitive	Past	--	N/A	No	null	1.02E-4	29779	alleviat	false
supervised	--	Transitive	Past	--	N/A	No	null	6.54E-4	9818	supervise	false
preassemble	--	Transitive	--	--	N/A	No	null	-1.0	-1	assemble	false
achieved	--	--	Past	--	N/A	No	null	0.008369	1300	achiev	false
howff	--	Intransitive	--	--	N/A	No	null	-1.0	-1	howff	false
laureled	--	--	Past	--	N/A	No	null	-1.0	-1	laurele	false
vitrified	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	vitrify	false
interwed	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	interw	false
Bolshevize	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	bolsheve	false
retest	--	Transitive	--	--	N/A	No	null	-1.0	-1	rete	false
bastard-saw	--	Transitive	--	--	N/A	No	null	-1.0	-1	saw	false
mating	--	--	Present	--	N/A	No	null	4.77E-4	12023	mate	false
enfeoff	--	Transitive	--	--	N/A	No	null	-1.0	-1	enfeoff	false
break down	--	Ambitransitive	--	--	N/A	Seperable	null	-1.0	-1	break down	false
enthronized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	enthrone	false
precured	--	Transitive	Past	--	N/A	No	null	-1.0	-1	cure	false
disembargo	--	Transitive	--	--	N/A	No	null	-1.0	-1	disembargo	false
hang about	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	hang	false
heat-treat	--	Transitive	--	--	N/A	No	null	-1.0	-1	heat	false
carpetbagged	--	--	Past	--	N/A	No	null	-1.0	-1	carpetbag	false
aped	--	--	Past	--	N/A	No	null	2.1E-5	63148	ap	false
Christianizing	--	--	Present	--	N/A	No	null	-1.0	-1	christ	false
specify	--	Transitive	--	--	N/A	No	null	0.001333	6029	specify	false
barhopped	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	barhop	false
redrove	--	--	--	--	N/A	No	null	-1.0	-1	drive	false
decoding	--	--	Present	--	N/A	No	null	1.36E-4	25480	code	false
plagiarising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	plagiarise	false
gravel	--	Transitive	--	--	N/A	No	null	0.001312	6094	gravel	false
nazify	--	Transitive	--	--	N/A	No	null	-1.0	-1	nazify	false
bundle up	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	bundle up	false
subtitle	--	Transitive	--	--	N/A	No	null	5.9E-5	39469	subtitle	false
preobviate	--	Transitive	--	--	N/A	No	null	-1.0	-1	obviate	false
programmed	--	--	Past	--	N/A	No	null	5.12E-4	11499	program	false
graven	--	--	--	--	N/A	No	null	1.9E-5	65420	grave	false
outbudding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outbud	false
remanned	--	Transitive	Past	--	N/A	No	null	-1.0	-1	rem	false
take down	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	take down	false
disprize	--	Transitive	--	--	N/A	No	null	-1.0	-1	dispr	false
transpour	--	Transitive	--	--	N/A	No	null	-1.0	-1	pour	false
uncatholicised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	catholicise	false
superassume	--	Transitive	--	--	N/A	No	null	-1.0	-1	assume	false
misbuild	--	--	--	--	N/A	No	null	-1.0	-1	build	false
outsaying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outsaye	false
protruding	--	--	Present	--	N/A	No	null	2.27E-4	18967	protrude	false
cribbing	--	--	Present	--	N/A	No	null	-1.0	-1	crib	false
lie to	--	Intransitive	--	--	N/A	Seperable	null	-1.0	-1	lie	false
ideating	--	--	Present	--	N/A	No	null	-1.0	-1	ideat	false
overbill	--	Transitive	--	--	N/A	No	null	-1.0	-1	bill	false
ravaged	--	--	Past	--	N/A	No	null	1.89E-4	21076	rav	false
anthologized	--	--	Past	--	N/A	No	null	-1.0	-1	anthology	false
handfast	--	Transitive	--	--	N/A	No	null	-1.0	-1	handfast	false
transplant	--	Ambitransitive	--	--	N/A	No	null	5.12E-4	11498	transpl	false
climbed	--	--	Past	--	N/A	No	null	0.002549	3735	climb	false
Sleepy Hollow chair	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	hollow	false
phosphorise	--	Transitive	--	--	N/A	No	null	-1.0	-1	phosphorise	false
overdose	--	Transitive	--	--	N/A	No	null	3.07E-4	15855	dose	false
undersold	--	Transitive	--	--	N/A	No	null	1.2E-5	81592	sell	false
precast	--	Transitive	--	--	N/A	No	null	1.1E-5	86660	cast	false
overmill	--	Transitive	--	--	N/A	No	null	-1.0	-1	mill	false
reproposing	--	--	Present	--	N/A	No	null	-1.0	-1	propose	false
coruscating	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	coruscate	false
endue	--	ditran=np+pphr(with+np)	--	--	N/A	No	null	-1.0	-1	endue	false
polish up	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	polish up	false
lie up	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	lie	false
interwar	--	Intransitive	--	--	N/A	No	null	1.54E-4	23758	interwar	false
bulk up	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	bulk	false
misqualifying	--	--	Present	--	N/A	No	null	-1.0	-1	misqualifie	false
imbosom	--	Transitive	--	--	N/A	No	null	-1.0	-1	bosom	false
impersonalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	impersonale	false
recapping	--	--	Present	--	N/A	No	null	1.1E-5	86202	cap	false
catalyze	--	Transitive	--	--	N/A	No	null	-1.0	-1	catalyze	false
furlough	--	Transitive	--	--	N/A	No	null	2.5E-5	58295	furlough	false
finest	--	--	--	--	N/A	No	null	0.001855	4739	fine	false
nitrogenizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	nitrogene	false
pretasted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	pretast	false
articulating	--	--	Present	--	N/A	No	null	1.16E-4	27772	articulate	false
donned	--	Transitive	Past	--	N/A	No	null	1.3E-4	25987	don	false
keynote	--	Transitive	--	--	N/A	No	null	1.76E-4	22061	keynote	false
marcel	--	--	--	--	N/A	No	null	2.14E-4	19694	marcel	false
misbuilt	--	--	--	--	N/A	No	null	-1.0	-1	build	false
magnetizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	magnete	false
overfreight	--	Transitive	--	--	N/A	No	null	-1.0	-1	freight	false
rebreeding	--	--	Present	--	N/A	No	null	-1.0	-1	breed	false
unshackle	--	Transitive	--	--	N/A	No	null	-1.0	-1	shackle	false
parbuckled	--	--	Past	--	N/A	No	null	-1.0	-1	parbuckl	false
fainaigued	--	--	Past	--	N/A	No	null	-1.0	-1	fainaigu	false
inspirit	--	Transitive	--	--	N/A	No	null	-1.0	-1	inspirit	false
outchased	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outchase	false
bungling	--	tran=np	--	--	N/A	No	null	6.1E-5	38765	bung	false
standardizing	--	--	Present	--	N/A	No	null	2.0E-5	64485	standard	false
endow	--	Transitive	--	--	N/A	No	null	9.9E-5	30230	endow	false
skateboard	--	Intransitive	--	--	N/A	No	null	6.6E-5	37087	skateboard	false
misplacing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	misplace	false
overdone	--	--	--	--	N/A	No	null	9.3E-5	31322	do	false
dreamt	--	--	--	--	N/A	No	null	2.99E-4	16152	dream	false
redeceived	--	Transitive	Past	--	N/A	No	null	-1.0	-1	redeceiv	false
transcendentalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	transcendentale	false
unhypnotized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	unhypnote	false
peritonealized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	peritoneal	false
reassuming	--	Transitive	Present	--	N/A	No	null	-1.0	-1	assume	false
calcimine	--	Transitive	--	--	N/A	No	null	-1.0	-1	calcimine	false
crystallising	--	Ambitransitive	Present	--	N/A	No	null	2.5E-5	58336	crystallise	false
underbud	--	--	--	--	N/A	No	null	-1.0	-1	bud	false
backlogged	--	--	Past	--	N/A	No	null	-1.0	-1	backlog	false
refinanced	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	refinanc	false
recolour	--	Transitive	--	--	N/A	No	null	-1.0	-1	colour	false
nidified	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	nidify	false
transport	--	Transitive	--	--	N/A	No	null	0.009028	1207	port	false
underbuy	--	Transitive	--	--	N/A	No	null	-1.0	-1	buy	false
sowed	--	--	Past	--	N/A	No	null	4.6E-5	44155	sowe	false
rebrew	--	--	--	--	N/A	No	null	-1.0	-1	brew	false
renominated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	nominate	false
transpose	--	Transitive	--	--	N/A	No	null	4.6E-5	44282	pose	false
overdiversify	--	--	--	--	N/A	No	null	-1.0	-1	diversify	false
overphilosophizing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	overphilosoph	false
illumining	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	illumine	false
reasonlessuring	--	Transitive	Present	--	N/A	No	null	-1.0	-1	reasonlessure	false
interwound	--	--	--	--	N/A	No	null	-1.0	-1	interwound	false
pivot	--	Ambitransitive	--	--	N/A	No	null	2.37E-4	18526	pivot	false
mistime	--	Transitive	--	--	N/A	No	null	-1.0	-1	mistime	false
preseeing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	prese	false
granulate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	granulate	false
pretranscribing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	pretranscribe	false
toped	--	--	Past	--	N/A	No	null	-1.0	-1	tope	false
waver	--	Intransitive	--	--	N/A	No	null	8.0E-5	33816	wave	false
alphabetised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	alphabetise	false
tell apart	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	tell apart	false
cinchonised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	cinchonise	false
discriminated	--	--	Past	--	N/A	No	null	2.14E-4	19708	criminate	false
mythopoetising	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	mythopoetise	false
undervaluing	--	Transitive	Present	--	N/A	No	null	1.3E-5	77679	undervalu	false
brachiate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	brachiate	false
co-star	--	tran=np+tran=pphr(with+np)	--	--	N/A	No	null	-1.0	-1	co-star	false
waved	--	--	Past	--	N/A	No	null	0.001565	5361	wave	false
expectorating	--	--	Present	--	N/A	No	null	-1.0	-1	expectorate	false
reannounced	--	Transitive	Past	--	N/A	No	null	-1.0	-1	reannounc	false
unfringe	--	Transitive	--	--	N/A	No	null	-1.0	-1	fringe	false
liberating	--	Transitive	Present	--	N/A	No	null	1.87E-4	21215	liberate	false
treble	--	tran=np	--	--	N/A	No	null	4.32E-4	12752	treble	false
heckled	--	--	Past	--	N/A	No	null	3.3E-5	52255	heckl	false
sizing	--	--	Present	--	N/A	No	null	6.0E-5	38936	size	false
barde	--	Transitive	--	--	N/A	No	null	-1.0	-1	barde	false
re-lease	--	Transitive	--	--	N/A	No	null	-1.0	-1	release	false
betake	--	--	--	--	N/A	No	null	-1.0	-1	betake	false
blotting	--	--	Present	--	N/A	No	null	1.99E-4	20506	blot	false
demobilize	--	--	--	--	N/A	No	null	1.1E-5	86683	demobile	false
mismeasure	--	tran=np	--	--	N/A	No	null	-1.0	-1	measure	false
centred	--	--	Past	--	N/A	No	null	0.001337	6020	centr	false
premanufacturing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	manufacture	false
decancellating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	decancellate	false
indemnify	--	tran=np+ditran=np+pphr(for+np)+ditran=np+pphr(against+np)	--	--	N/A	No	null	1.09E-4	28661	indemnify	false
indenture	--	Intransitive	--	--	N/A	No	null	5.5E-5	40733	indenture	false
spin out	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	spin out	false
trowelling	--	--	--	--	N/A	No	null	-1.0	-1	trowel	false
Toombs	--	Transitive	--	--	N/A	No	null	-1.0	-1	toomb	false
alliterate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	alliterate	false
iarovizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	iarove	false
rejuvenated	--	Transitive	Past	--	N/A	No	null	7.0E-5	35856	rejuvenate	false
impone	--	Transitive	--	--	N/A	No	null	-1.0	-1	impone	false
countenance	--	Transitive	--	--	N/A	No	null	3.31E-4	15110	count	false
bobbled	--	--	Past	--	N/A	No	null	-1.0	-1	bobble	false
dwelt	--	--	--	--	N/A	No	null	1.59E-4	23278	dwell	false
dwell	--	tran=pphr(on+np)	--	--	N/A	No	null	3.9E-4	13605	dwell	false
baized	--	--	Past	--	N/A	No	null	-1.0	-1	ba	false
recapture	--	Transitive	--	--	N/A	No	null	2.2E-4	19357	capture	false
acculturate	--	Transitive	--	--	N/A	No	null	-1.0	-1	acculturate	false
white	--	tran=np+tran=np;part(out)	--	--	N/A	No	null	0.025836	362	white	false
apostrophised	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	apostrophise	false
fillagree	--	--	--	--	N/A	No	null	-1.0	-1	fillagr	false
menacing	--	--	Present	--	N/A	No	null	3.48E-4	14666	menace	false
repracticing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	practice	false
aggrieved	--	Transitive	Past	--	N/A	No	null	2.82E-4	16683	aggriev	false
flyspeck	--	Transitive	--	--	N/A	No	null	-1.0	-1	flyspeck	false
whist	--	--	--	--	N/A	No	null	5.7E-5	40251	wh	false
impost	--	Transitive	--	--	N/A	No	null	1.9E-5	66874	impost	false
damnified	--	Transitive	Past	--	N/A	No	null	-1.0	-1	damnify	false
jostled	--	--	Past	--	N/A	No	null	1.06E-4	29097	jostl	false
reroute	--	tran=np	--	--	N/A	No	null	-1.0	-1	reroute	false
fetting	--	Transitive	Present	--	N/A	No	null	1.1E-5	86443	fet	false
whisk	--	Ambitransitive	--	--	N/A	No	null	2.37E-4	18543	whisk	false
whish	--	--	--	--	N/A	No	null	-1.0	-1	whish	false
outburned	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outburn	false
hook-up	--	--	--	--	N/A	No	null	-1.0	-1	hook up	false
enured	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	enure	false
physic	--	Transitive	--	--	N/A	No	null	8.3E-5	33080	physe	false
import	--	Transitive	--	--	N/A	No	null	0.001468	5642	import	false
raffling	--	--	--	--	N/A	No	null	-1.0	-1	raf	false
waggled	--	--	Past	--	N/A	No	null	4.2E-5	46070	waggl	false
overabusing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	abuse	false
enfaced	--	Transitive	Past	--	N/A	No	null	-1.0	-1	enface	false
benaming	--	Transitive	Present	--	N/A	No	null	-1.0	-1	bename	false
tallage	--	Transitive	--	--	N/A	No	null	-1.0	-1	tal	false
predeliberated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	deliberate	false
impose	--	Intransitive	--	--	N/A	No	null	0.001993	4482	impose	false
thrash	--	Ambitransitive	--	--	N/A	No	null	1.87E-4	21222	thrash	false
garnishee	--	Transitive	--	--	N/A	No	null	-1.0	-1	garnish	false
rejuvenize	--	Transitive	--	--	N/A	No	null	-1.0	-1	rejuvene	false
wag	--	tran=np	--	--	N/A	No	null	1.07E-4	28954	wag	false
derived	--	--	Past	--	N/A	No	null	0.003614	2851	dere	false
administrating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	administrate	false
canonized	--	Transitive	Past	--	N/A	No	null	1.1E-5	83577	canone	false
jellified	--	--	Past	--	N/A	No	null	-1.0	-1	jellify	false
precommitting	--	Transitive	Present	--	N/A	No	null	-1.0	-1	commit	false
clotted	--	--	Past	--	N/A	No	null	5.8E-5	39878	clot	false
green	--	tran=np	--	--	N/A	No	null	0.015399	670	gre	false
reaccentuate	--	Transitive	--	--	N/A	No	null	-1.0	-1	accentuate	false
wap	--	Intransitive	--	--	N/A	No	null	-1.0	-1	wap	false
was	Auxilary	--	Past	--	First/Third	No	false	0.9722	9	wa	false
cosmolined	--	--	Past	--	N/A	No	null	-1.0	-1	cosmoline	false
greet	--	Ambitransitive	--	--	N/A	No	null	6.09E-4	10303	greet	false
war	--	tran=pphr(with+np)+tran=pphr(against+np)+tran=pphr(for+np)	--	--	N/A	No	null	0.029358	303	war	false
enduing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	endu	false
sculpture	--	tran=np	--	--	N/A	No	null	0.001409	5786	sculpture	false
preoperated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	operate	false
wax	--	Ambitransitive	--	--	N/A	No	null	7.59E-4	8862	wax	false
iodating	--	--	Present	--	N/A	No	null	-1.0	-1	iodate	false
sledged	--	--	Past	--	N/A	No	null	-1.0	-1	sledg	false
detribalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	detribale	false
amalgamated	--	--	Past	--	N/A	No	null	3.16E-4	15590	amalgamate	false
readvocate	--	Transitive	--	--	N/A	No	null	-1.0	-1	advocate	false
preorganizing	--	--	Present	--	N/A	No	null	-1.0	-1	preorgane	false
solemnify	--	--	--	--	N/A	No	null	-1.0	-1	solemnify	false
decide	--	Ambitransitive	--	--	N/A	No	null	0.007033	1536	decide	false
tongue-lash	--	Transitive	--	--	N/A	No	null	-1.0	-1	tongue	false
concaved	--	--	Past	--	N/A	No	null	-1.0	-1	concave	false
impassion	--	Transitive	--	--	N/A	No	null	-1.0	-1	impas	false
prostitute	--	Transitive	--	--	N/A	No	null	3.74E-4	14002	prostitute	false
abraded	--	Ambitransitive	Past	--	N/A	No	null	2.0E-5	64951	abrade	false
baffled	--	--	Past	--	N/A	No	null	3.63E-4	14278	baffl	false
issued	--	--	Past	--	N/A	No	null	0.006026	1795	issu	false
stigmatized	--	Transitive	Past	--	N/A	No	null	3.3E-5	52225	stigmate	false
shuttled	--	--	Past	--	N/A	No	null	1.6E-5	70885	shuttl	false
double	--	Intransitive	--	--	N/A	No	null	0.008349	1304	double	false
instituted	--	--	Past	--	N/A	No	null	3.98E-4	13443	institute	false
mastermind	--	Transitive	--	--	N/A	No	null	8.7E-5	32205	mastermind	false
platinized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	platine	false
hospitalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	hospitale	false
lancinated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	lancinate	false
preorganized	--	--	Past	--	N/A	No	null	-1.0	-1	preorgane	false
royalizing	--	--	Present	--	N/A	No	null	-1.0	-1	royale	false
overregulate	--	tran=np	--	--	N/A	No	null	-1.0	-1	overregulate	false
cupelling	--	--	--	--	N/A	No	null	-1.0	-1	cupel	false
reoxidise	--	tran=np	--	--	N/A	No	null	-1.0	-1	oxidise	false
laveer	--	Intransitive	--	--	N/A	No	null	-1.0	-1	lave	false
vesiculating	--	--	Present	--	N/A	No	null	-1.0	-1	vesiculate	false
second-guess	--	tran=np	--	--	N/A	No	null	-1.0	-1	second	false
catalyzed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	catalyze	false
coedit	--	Transitive	--	--	N/A	No	null	-1.0	-1	coedit	false
undertaught	--	--	--	--	N/A	No	null	-1.0	-1	teach	false
engross	--	Transitive	--	--	N/A	No	null	-1.0	-1	engross	false
flannelled	--	--	Past	--	N/A	No	null	-1.0	-1	flannel	false
embussing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	embus	false
varityping	--	--	Present	--	N/A	No	null	-1.0	-1	varitype	false
web	--	Ambitransitive	--	--	N/A	No	null	6.19E-4	10181	web	false
wee	--	Intransitive	--	--	N/A	No	null	0.001654	5149	wee	false
wed	--	Ambitransitive	Past	--	N/A	No	null	5.89E-4	10519	w	false
financing	--	--	Present	--	N/A	No	null	0.001211	6458	financ	false
overfrighten	--	--	--	--	N/A	No	null	-1.0	-1	overfright	false
revindicating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	revindicate	false
nicotinized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	nicotine	false
relieved	--	--	Past	--	N/A	No	null	0.001828	4792	reliev	false
nudge	--	Transitive	--	--	N/A	No	null	1.61E-4	23167	nudge	false
demobilise	--	Transitive	--	--	N/A	No	null	-1.0	-1	demobilise	false
intuit	--	tran=np+tran=fincomp(t):subj	--	--	N/A	No	null	1.3E-5	79257	intuit	false
straighten out	--	--	--	--	N/A	Seperable	null	-1.0	-1	straighten out	false
wet	--	Ambitransitive	--	--	N/A	No	null	0.004182	2513	wet	false
sided	--	--	Past	--	N/A	No	null	2.67E-4	17229	side	false
overincline	--	--	--	--	N/A	No	null	-1.0	-1	incline	false
herborize	--	Intransitive	--	--	N/A	No	null	-1.0	-1	herbore	false
thrall	--	Transitive	--	--	N/A	No	null	8.3E-5	33180	thrall	false
monkey	--	Intransitive	--	--	N/A	No	null	6.11E-4	10277	monkey	false
despised	--	Transitive	Past	--	N/A	No	null	4.44E-4	12548	despise	false
inseminate	--	Transitive	--	--	N/A	No	null	-1.0	-1	inseminate	false
misrelated	--	--	Past	--	N/A	No	null	-1.0	-1	misrelate	false
preprofess	--	Transitive	--	--	N/A	No	null	-1.0	-1	preprof	false
tincture	--	Transitive	--	--	N/A	No	null	2.9E-5	54366	tincture	false
derust	--	Transitive	--	--	N/A	No	null	-1.0	-1	derust	false
precriticizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	precritic	false
undercharge	--	Transitive	--	--	N/A	No	null	-1.0	-1	charge	false
frizzled	--	--	Past	--	N/A	No	null	-1.0	-1	frizzl	false
tautologized	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	tautology	false
kiln-drying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	kiln-drie	false
omitting	--	Transitive	Present	--	N/A	No	null	1.29E-4	26219	omit	false
slagged	--	--	Past	--	N/A	No	null	1.9E-5	66354	slag	false
stemming	--	Transitive	Present	--	N/A	No	null	2.48E-4	18012	stem	false
mamaguy	--	Transitive	--	--	N/A	No	null	-1.0	-1	mamaguy	false
pan-fry	--	Transitive	--	--	N/A	No	null	-1.0	-1	pan-fry	false
collectivize	--	Transitive	--	--	N/A	No	null	-1.0	-1	collect	false
miscategorize	--	Transitive	--	--	N/A	No	null	-1.0	-1	miscategore	false
viva voce	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	viva voce	false
depone	--	--	--	--	N/A	No	null	-1.0	-1	depone	false
electroform	--	tran=np	--	--	N/A	No	null	-1.0	-1	electroform	false
unnaturalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	unnaturale	false
remonstrate	--	Intransitive	--	--	N/A	No	null	2.3E-5	60336	remonstrate	false
preconcur	--	Intransitive	--	--	N/A	No	null	-1.0	-1	concur	false
